Keyword,Similarity Score
"[('hello talk', 0.7455), ('hello', 0.607), ('talk', 0.5883), ('talk fibromyalgia', 0.2481), ('fibromyalgia', 0.0627)]",0.64886075
"[('anxiois brain', 0.5989), ('body celiac', 0.5089), ('nonanxious', 0.2427), ('story', 0.2013), ('definitely turn', 0.0968)]",0.64883864
"[('want therapist', 0.5967), ('ask parent', 0.464), ('really stressful', 0.3307), ('im scared', 0.3018), ('thing', 0.0501)]",0.6488232
"[('pregabalin trazadone', 0.6184), ('physical symptom', 0.46), ('im duloxetine', 0.3546), ('doctor', 0.2443), ('dont want', 0.1327)]",0.64878786
"[('hairloss med', 0.6294), ('finasteride suffers', 0.4665), ('depressed reason', 0.316), ('help son', 0.3003), ('sideeffects using', 0.2358)]",0.64876413
"[('autism burnout', 0.8977), ('work autism', 0.7682), ('autism', 0.5431), ('burnout', 0.5245), ('work', 0.3238)]",0.64870995
"[('ptsd denialso', 0.8463), ('denialso symptom', 0.7179), ('ptsd', 0.6964), ('symptom', 0.5235), ('denialso', 0.4198)]",0.6486452
"[('acid reflux', 0.8409), ('reflux', 0.7992), ('constapation acid', 0.7575), ('constapation', 0.5535), ('acid', 0.4165)]",0.64863855
"[('told diagnosed', 0.7929), ('diagnosed', 0.7361), ('diagnosed adhd', 0.4491), ('told', 0.3922), ('adhd', 0.3794)]",0.64859784
"[('personality disorder', 0.6459), ('talk', 0.3556), ('recently diagnosed', 0.3421), ('avoidant', 0.3243), ('didnt know', 0.1082)]",0.6485645
"[('depression anxiety', 0.6169), ('mom passed', 0.3395), ('health', 0.3035), ('hill', 0.1642), ('got', 0.0827)]",0.6485229
"[('stimulant pregnancy', 0.6332), ('thought adhd', 0.4591), ('fallen depression', 0.405), ('topic id', 0.298), ('love know', 0.1521)]",0.6484479
"[('tired sick', 0.8527), ('im tired', 0.685), ('tired', 0.6119), ('sick', 0.5242), ('im', 0.298)]",0.64842165
"[('low mood', 0.6777), ('people afraid', 0.5111), ('appear unapproachable', 0.3775), ('appear', 0.2359), ('people', 0.228)]",0.6484213
"[('anxiety ibs', 0.8721), ('ibs crohn', 0.7755), ('ibs', 0.5807), ('crohn', 0.5729), ('anxiety', 0.5053)]",0.648409
"[('love depressioni', 0.6449), ('help person', 0.5217), ('hopeless', 0.4567), ('person love', 0.398), ('im feeling', 0.3347)]",0.6483911
"[('yoga life', 0.6549), ('help mentally', 0.4266), ('saver tremendous', 0.3403), ('tremendous help', 0.2153), ('physically', 0.1936)]",0.64836276
"[('overthinker worst', 0.9239), ('im overthinker', 0.8381), ('overthinker', 0.7874), ('worst', 0.457), ('im', 0.3627)]",0.6483427
"[('distracted anxiety', 0.7063), ('toggling creative', 0.5279), ('whats difference', 0.336), ('question', 0.1927), ('ok hear', 0.0994)]",0.64831686
"[('feel sharing', 0.5908), ('depression super', 0.4417), ('lonely', 0.427), ('think', 0.1801), ('important help', 0.1495)]",0.648289
"[('feeling numb', 0.7518), ('cause pain', 0.348), ('mechanism incessantly', 0.2193), ('physical', 0.1306), ('thank sharing', 0.0692)]",0.64828825
"[('trazadone depression', 0.7738), ('depression sleep', 0.7458), ('sleep issue', 0.6149), ('think', 0.1493), ('issue', 0.1312)]",0.64825845
"[('shakiness dizziness', 0.7813), ('dizziness day', 0.7276), ('throat sad', 0.4873), ('day feel', 0.4527), ('like', 0.0936)]",0.64821804
"[('smiling depressive', 0.8935), ('im smiling', 0.7363), ('depressive', 0.7072), ('smiling', 0.6866), ('im', 0.388)]",0.6481897
"[('adhd disagree', 0.646), ('crave nutirients', 0.5538), ('help declutter', 0.241), ('say think', 0.1768), ('im missing', 0.1569)]",0.6481143
"[('smarter depression', 0.7305), ('smarter', 0.4845), ('depression', 0.4825), ('depression nondepression', 0.3822), ('nondepression', 0.1866)]",0.6480801
"[('health anxiety', 0.6755), ('anxiety', 0.6096), ('yes health', 0.5604), ('health', 0.3762), ('yes', 0.2851)]",0.6480789
"[('health anxiety', 0.6218), ('search history', 0.5477), ('symptom', 0.4139), ('looked', 0.2208), ('month', 0.0941)]",0.64807695
"[('good multitasking', 0.8502), ('multitasking', 0.8309), ('tragically good', 0.5325), ('tragically', 0.4544), ('good', 0.1994)]",0.6480034
"[('anxiety started', 0.7881), ('suffer year', 0.3466), ('year ago', 0.2327), ('ive okay', 0.2262), ('realised', 0.1597)]",0.64800304
"[('anxiety asthma', 0.7683), ('specially panic', 0.4587), ('symptom apart', 0.4248), ('attack', 0.1587), ('hard tell', 0.1344)]",0.64798355
"[('bf suicidal', 0.7111), ('suicidal doesnt', 0.5534), ('like talking', 0.3676), ('advice', 0.2411), ('doesnt like', 0.1536)]",0.64789057
"[('catacomb depression', 0.9062), ('explain catacomb', 0.6613), ('depression', 0.6222), ('catacomb', 0.6142), ('explain', 0.2488)]",0.6478533
"[('think dying', 0.7125), ('overthink think', 0.55), ('cause overthink', 0.521), ('symptom cause', 0.5195), ('think', 0.3027)]",0.6478514
"[('health anxiety', 0.6862), ('afraid hospital', 0.5917), ('hospital doctor', 0.5162), ('afraid', 0.3573), ('health', 0.3058)]",0.6478139
"[('struggle depression', 0.7279), ('sleep isolate', 0.531), ('self', 0.3124), ('tough think', 0.2145), ('alot', 0.0751)]",0.64777476
"[('diagnosed adhd', 0.7157), ('anxiety life', 0.5339), ('struggled', 0.333), ('wild', 0.2399), ('finally relief', 0.2274)]",0.6477063
"[('anxious depressing', 0.693), ('depression internet', 0.6777), ('depressing jeez', 0.5338), ('internet stop', 0.3702), ('jeez', 0.2325)]",0.6476556
"[('sleep anxiety', 0.772), ('anxiety calm', 0.7363), ('sleep', 0.5164), ('calm', 0.4098), ('mind', 0.3171)]",0.6475872
"[('anxiety adhd', 0.7848), ('early', 0.2878), ('prevent', 0.1947), ('severe', 0.1674), ('ive learned', 0.1328)]",0.64756113
"[('sick symptom', 0.6868), ('die watchful', 0.3825), ('im', 0.2804), ('constantly', 0.2692), ('omg', 0.2477)]",0.64755845
"[('video anxietythanks', 0.8612), ('anxietythanks', 0.5717), ('best video', 0.5255), ('video', 0.3773), ('best', 0.3476)]",0.64748734
"[('anxiety attack', 0.6652), ('youre anxiety', 0.6565), ('write', 0.4693), ('attack', 0.2971), ('youre', 0.2461)]",0.6474572
"[('im stroke', 0.6515), ('im insane', 0.4614), ('insane assuming', 0.3863), ('im thinking', 0.2668), ('rn', 0.188)]",0.6474414
"[('bedtime maladaptive', 0.661), ('sadness tonight', 0.6566), ('day dreaming', 0.6321), ('maladaptive day', 0.5663), ('extra', 0.2183)]",0.6474292
"[('depressed day', 0.765), ('depression root', 0.5884), ('root deeper', 0.4001), ('sad', 0.3354), ('dont think', 0.1411)]",0.64737815
"[('anxiety body', 0.6772), ('beating dissociation', 0.4747), ('experience feel', 0.4379), ('im alive', 0.2772), ('total opposite', 0.1841)]",0.6473656
"[('guilt depressed', 0.8981), ('feel guilt', 0.8166), ('guilt', 0.6942), ('depressed', 0.6176), ('feel', 0.4047)]",0.6473652
"[('thing anxiety', 0.6808), ('creative', 0.5403), ('thinking', 0.4314), ('thing', 0.2908), ('im thinking', 0.2652)]",0.6473403
"[('abused men', 0.636), ('physicallymentally spiritually', 0.42), ('fear lot', 0.3212), ('growing', 0.2028), ('thats', 0.0307)]",0.64725363
"[('change mindset', 0.5526), ('anxiety american', 0.4513), ('goal fighting', 0.4386), ('work need', 0.2861), ('med', 0.2668)]",0.64721864
"[('low estrogenprogesterone', 0.6324), ('brain fog', 0.5291), ('woman', 0.2965), ('peri', 0.2255), ('low', 0.1331)]",0.64720315
"[('overcome depression', 0.5496), ('video saying', 0.5187), ('make video', 0.5184), ('saying help', 0.4331), ('make', 0.124)]",0.6471586
"[('googling symptom', 0.7803), ('health anxiety', 0.7516), ('got diagnosed', 0.4555), ('googling', 0.3427), ('got', 0.1005)]",0.64715254
"[('believed anxiety', 0.6852), ('attack breathlessness', 0.495), ('rid dont', 0.2287), ('freak', 0.174), ('thought ive', 0.0968)]",0.6471522
"[('nihilistic delusion', 0.7541), ('experience nihilistic', 0.6433), ('old realized', 0.4118), ('experience', 0.3872), ('today year', 0.1745)]",0.6470978
"[('depression feel', 0.6271), ('scared social', 0.4775), ('spark drive', 0.2535), ('joke people', 0.2476), ('like lost', 0.2219)]",0.64704883
"[('crippled anxietythis', 0.801), ('anxietythis useless', 0.7622), ('year crippled', 0.6082), ('useless', 0.3659), ('year', 0.2715)]",0.64701855
"[('adhd typs', 0.7806), ('said adhd', 0.7567), ('dsm', 0.5175), ('typs', 0.368), ('said', 0.2758)]",0.6470071
"[('fluvoxamine depression', 0.9384), ('think fluvoxamine', 0.7885), ('fluvoxamine', 0.7543), ('depression', 0.652), ('think', 0.2754)]",0.6469455
"[('cptsd debilitating', 0.6628), ('draining mixed', 0.4967), ('control day', 0.2408), ('ive experienced', 0.2024), ('year', 0.0339)]",0.6469395
"[('overwhelmed quickly', 0.594), ('severe depression', 0.5852), ('im diagnosed', 0.4041), ('taken instead', 0.2489), ('im', 0.1565)]",0.64690554
"[('depression help', 0.6557), ('strugling depression', 0.6453), ('partner strugling', 0.4614), ('partner', 0.3459), ('help', 0.1107)]",0.6468808
"[('diagnosed adhd', 0.6194), ('lobe definitely', 0.4739), ('definitely working', 0.3582), ('im blunt', 0.2899), ('got', 0.1035)]",0.6468351
"[('wasnt functioming', 0.7263), ('crashing', 0.4599), ('world', 0.3682), ('yr ago', 0.2641), ('needed help', 0.24)]",0.64682376
"[('morning feel', 0.6478), ('sick reason', 0.5361), ('feel sick', 0.5307), ('time wake', 0.4575), ('time', 0.1557)]",0.64682287
"[('lamictal bipolar', 0.9318), ('thought lamictal', 0.7354), ('bipolar', 0.6838), ('lamictal', 0.6753), ('thought', 0.2994)]",0.6467835
"[('symptom antidepressant', 0.8855), ('antidepressant', 0.7454), ('hmmmi symptom', 0.6455), ('symptom', 0.5138), ('hmmmi', 0.2149)]",0.6467814
"[('chronic depression', 0.6546), ('saffron chronic', 0.6499), ('depression', 0.5765), ('saffron', 0.5074), ('chronic', 0.3757)]",0.64670223
"[('associated anxiety', 0.6356), ('memory issue', 0.4826), ('hard time', 0.2216), ('term', 0.1958), ('short long', 0.1295)]",0.64669645
"[('anxiety', 0.5035), ('family support', 0.4926), ('running money', 0.3897), ('im afraid', 0.254), ('come', 0.0796)]",0.64669615
"[('depression ptsd', 0.6289), ('trippy_speed instagram', 0.5734), ('tell anxiety', 0.471), ('recommendation guideline', 0.2564), ('wait', 0.1491)]",0.646695
"[('sickness depression', 0.8726), ('sickness sickness', 0.7904), ('thought sickness', 0.7416), ('depression', 0.6123), ('honestly thought', 0.2833)]",0.6466842
"[('manageable psychiatrist', 0.4852), ('tho relapse', 0.4675), ('taking eaciraloptam', 0.4361), ('ben', 0.4321), ('okay youre', 0.2766)]",0.6466411
"[('zoloft worked', 0.6174), ('depression anxietysocial', 0.5464), ('propranolol think', 0.3273), ('work', 0.2116), ('great dont', 0.0222)]",0.64659464
"[('antidepressant working', 0.8081), ('antidepressant', 0.704), ('working year', 0.4239), ('year', 0.348), ('working', 0.2774)]",0.6465806
"[('anxiety convinced', 0.7252), ('health anxiety', 0.7183), ('anxiety', 0.6672), ('health', 0.4324), ('convinced', 0.3067)]",0.646579
"[('awww need', 0.7487), ('need today', 0.571), ('awww', 0.512), ('need', 0.4617), ('today', 0.428)]",0.646579
"[('pain inflammation', 0.939), ('chronic pain', 0.8305), ('inflammation', 0.7301), ('pain', 0.5501), ('chronic', 0.4253)]",0.6465684
"[('anxiety panic', 0.7533), ('brain inflamed', 0.6221), ('brain', 0.3417), ('causing', 0.1972), ('attack', 0.1558)]",0.6465286
"[('antidepressant pregnancy', 0.7531), ('withdrawal syndrome', 0.5551), ('experience postnatal', 0.3669), ('literature neonate', 0.2663), ('think continuing', 0.1333)]",0.6465053
"[('work meditating', 0.7408), ('working enjoying', 0.526), ('nature', 0.3298), ('recently experiencing', 0.3266), ('help started', 0.2225)]",0.6465013
"[('feel hopeless', 0.7783), ('hopeless', 0.6552), ('answer feel', 0.4832), ('answer', 0.3438), ('havent answer', 0.3155)]",0.6464584
"[('anxiety adhd', 0.7217), ('panic perscribed', 0.4456), ('ativan realized', 0.4039), ('focus', 0.2409), ('age wasnt', 0.2364)]",0.6464567
"[('anxiety childhood', 0.8725), ('childhood trauma', 0.7912), ('anxiety', 0.675), ('trauma', 0.6163), ('childhood', 0.512)]",0.6464478
"[('staying bed', 0.6231), ('depression staying', 0.5506), ('anxiety hurt', 0.4839), ('staying', 0.3244), ('help', 0.0977)]",0.6464456
"[('palpitation anxiety', 0.7023), ('went hospital', 0.4219), ('heart', 0.3942), ('physically wrong', 0.221), ('thought', 0.1789)]",0.6463933
"[('psychiatrist diagnose', 0.6982), ('narcissistic personality', 0.5922), ('someonetell suffer', 0.3254), ('legit', 0.1351), ('cuz dont', 0.1308)]",0.6463922
"[('ive depression', 0.5506), ('said mum', 0.5061), ('believe', 0.2124), ('ish year', 0.2024), ('really bad', 0.1739)]",0.64637035
"[('struggle bed', 0.674), ('help struggle', 0.478), ('bring care', 0.408), ('morning', 0.4042), ('need help', 0.2065)]",0.6463657
"[('migraine problem', 0.7608), ('fog help', 0.6046), ('brain', 0.2517), ('hello doctor', 0.2311), ('problem', 0.1588)]",0.64633405
"[('life anxiety', 0.6859), ('generalized trigger', 0.5322), ('pretty debilitating', 0.4309), ('attack', 0.2093), ('ive', 0.1433)]",0.6463148
"[('feel calm', 0.6671), ('start praying', 0.6351), ('christ automatically', 0.3852), ('better focus', 0.3688), ('jesus christ', 0.2518)]",0.64630544
"[('anxiety depersonalisation', 0.732), ('thing anxiety', 0.6842), ('lot thing', 0.3062), ('yucky thing', 0.2741), ('hell', 0.1855)]",0.64629376
"[('stay bed', 0.6544), ('make depression', 0.631), ('youre depressed', 0.4683), ('worse youre', 0.2473), ('make', 0.1322)]",0.64626735
"[('anxiety suck', 0.7957), ('therapy', 0.454), ('med', 0.2562), ('dealing year', 0.1902), ('helped', 0.1822)]",0.64626205
"[('symptom muscle', 0.6095), ('hypocapnic abg', 0.4652), ('altered nervous', 0.4315), ('tension', 0.305), ('youre', 0.1156)]",0.6462573
"[('procrastinating planningnow', 0.8891), ('procrastinating', 0.8235), ('planningnow ive', 0.5546), ('mentioned', 0.3033), ('ive stuff', 0.2922)]",0.64620036
"[('anxiety anymore', 0.6343), ('wish courage', 0.57), ('end life', 0.493), ('suffering health', 0.4663), ('asap', -0.0301)]",0.64619625
"[('symptom stress', 0.849), ('arent symptom', 0.6955), ('stress', 0.5969), ('symptom', 0.5876), ('arent', 0.1942)]",0.646184
"[('depression isnt', 0.7443), ('properly depressing', 0.7149), ('depression', 0.6924), ('functioning properly', 0.4353), ('isnt', 0.1409)]",0.6461803
"[('anxiety wake', 0.852), ('anxiety', 0.5765), ('wake ready', 0.5599), ('ready fight', 0.5052), ('ready', 0.1943)]",0.646147
"[('therapist antidepressant', 0.7725), ('im capable', 0.2782), ('nah', 0.26), ('im dont', 0.1935), ('tell', 0.1503)]",0.6461453
"[('depression anxiety', 0.6035), ('mast cell', 0.5333), ('syndrome cause', 0.3744), ('activation', 0.1586), ('dont going', 0.076)]",0.64614284
"[('clinical depressionat', 0.6584), ('therapy dont', 0.492), ('exhausted doctor', 0.4226), ('leave house', 0.2985), ('old im', 0.1152)]",0.64614123
"[('stop antidepressant', 0.6061), ('drama queen', 0.477), ('right ill', 0.2501), ('got', 0.2069), ('dont', 0.1858)]",0.6461396
"[('gosh anxiety', 0.9069), ('anxiety', 0.7576), ('oh gosh', 0.489), ('gosh', 0.4554), ('oh', 0.2499)]",0.6461364
"[('adhd supplement', 0.6159), ('brainmd symptom', 0.6014), ('fog memory', 0.4853), ('focus', 0.2682), ('listed associated', 0.119)]",0.64610153
"[('depression year', 0.6907), ('explained suffering', 0.4666), ('good week', 0.4242), ('youve explained', 0.3635), ('make', 0.1312)]",0.6460412
"[('depressed going', 0.7313), ('im depressed', 0.648), ('welp like', 0.4516), ('im', 0.3162), ('like', 0.1734)]",0.64599043
"[('anxiety ive', 0.5313), ('teaching tiktok', 0.4985), ('started crocheting', 0.4978), ('video feel', 0.2823), ('year', 0.0266)]",0.64598346
"[('depressed watching', 0.7891), ('feel depressed', 0.7281), ('depressed', 0.6208), ('feel', 0.4111), ('watching', 0.3927)]",0.64596725
"[('depressed physically', 0.536), ('gf ldr', 0.4792), ('like talk', 0.3144), ('isolate dont', 0.3112), ('help', 0.1439)]",0.64590055
"[('anxiety depressed', 0.6628), ('pressure breathe', 0.436), ('day feel', 0.4302), ('diagnosis', 0.3738), ('reason', 0.1924)]",0.6458774
"[('ekg', 0.5881), ('anxiety', 0.567), ('like atrial', 0.5051), ('fibrillation', 0.3577), ('wrong like', 0.1686)]",0.64584094
"[('diagnosed ptsd', 0.5869), ('ahmed sign', 0.4083), ('dear professor', 0.3475), ('ago year', 0.2211), ('thanks insight', 0.1434)]",0.64583504
"[('depressed start', 0.8162), ('know depressed', 0.7084), ('depressed', 0.6206), ('start', 0.3882), ('know', 0.2209)]",0.64577556
"[('menopause feel', 0.66), ('anxiety daughter', 0.6283), ('feel', 0.2469), ('going', 0.0705), ('sure', 0.042)]",0.6457362
"[('anxiety sleep', 0.8417), ('nonstop anxiety', 0.7975), ('sleep stupid', 0.5889), ('nonstop', 0.2969), ('stupid stuff', 0.2284)]",0.64573145
"[('mental illness', 0.5716), ('understand daily', 0.4593), ('friend life', 0.3776), ('people dont', 0.2916), ('dont tell', 0.1987)]",0.6457284
"[('panic attack', 0.6394), ('tia traced', 0.5008), ('feeling', 0.3156), ('year ago', 0.288), ('really', 0.1117)]",0.6456757
"[('cause anxiety', 0.6139), ('stimulant', 0.4902), ('stopped drinking', 0.3597), ('normalized ingesting', 0.1975), ('difference society', 0.1697)]",0.64566576
"[('social anxiety', 0.7913), ('psychosis', 0.6596), ('like social', 0.447), ('sound like', 0.2261), ('sound', 0.2248)]",0.6456358
"[('health anxiety', 0.5948), ('second time', 0.3481), ('im like', 0.1721), ('somthing wrong', 0.1531), ('wouldnt', 0.0217)]",0.64561236
"[('anxiety outgoing', 0.8494), ('outgoing personality', 0.7361), ('personality', 0.5288), ('outgoing', 0.4689), ('isnt considered', 0.2932)]",0.64558333
"[('antidepressant', 0.6816), ('depend medication', 0.6546), ('starting depend', 0.4999), ('feel like', 0.3376), ('im', 0.183)]",0.6455693
"[('retire thinkingbehaviour', 0.6238), ('cbt therapy', 0.6225), ('formulate help', 0.1481), ('help', 0.1352), ('theyd', 0.1242)]",0.64548963
"[('anxiety struggle', 0.7667), ('struggle word', 0.5079), ('focus negative', 0.4561), ('word remember', 0.4118), ('negative', 0.1599)]",0.6454811
"[('afflicting ability', 0.6691), ('recent epiphany', 0.5517), ('oh manicdepression', 0.4757), ('exist normally', 0.187), ('thats whats', 0.0621)]",0.6454786
"[('mental health', 0.5205), ('time work', 0.37), ('surprisingly helped', 0.3285), ('sense purpose', 0.3279), ('mh', 0.1932)]",0.645473
"[('recommend emetophobia', 0.8047), ('anxiety', 0.6215), ('debilitating', 0.3785), ('ive', 0.1278), ('main source', 0.1026)]",0.6454572
"[('breathe help', 0.571), ('anxiety', 0.4922), ('na violent', 0.4317), ('person', 0.2587), ('im gon', 0.189)]",0.6454531
"[('longterm anxiety', 0.7486), ('explanation gon', 0.3342), ('feel like', 0.3232), ('like explanation', 0.3208), ('na help', 0.2893)]",0.6454522
"[('physical anxiety', 0.5818), ('literally unconsciousppl', 0.3346), ('sick', 0.3103), ('dont emphatthe', 0.1474), ('pas', 0.0803)]",0.64544684
"[('acid reflux', 0.5817), ('flu stuck', 0.5761), ('ive panic', 0.4007), ('think normal', 0.2764), ('got', 0.1213)]",0.64543945
"[('better antidepressant', 0.7589), ('anxiety', 0.4149), ('omega', 0.2603), ('def worked', 0.1419), ('absolutely agree', 0.134)]",0.6454254
"[('im overthinking', 0.8054), ('overthinking', 0.7235), ('told im', 0.5784), ('told', 0.4823), ('im', 0.3622)]",0.6454148
"[('cancer brought', 0.656), ('im struggling', 0.2995), ('really bad', 0.2043), ('people', 0.1451), ('really', 0.1444)]",0.645393
"[('dx adhd', 0.6591), ('borderline personality', 0.4628), ('today brainmd', 0.3537), ('female', 0.2094), ('settle going', 0.2059)]",0.6453811
"[('cold shower', 0.7102), ('anxiety cold', 0.6964), ('help anxiety', 0.6282), ('cold', 0.3492), ('help', 0.1226)]",0.6453784
"[('anti depressiant', 0.5398), ('damaged phycotic', 0.499), ('watched daughter', 0.3407), ('dont work', 0.2525), ('pas away', 0.1952)]",0.6453543
"[('houseworkbut im', 0.6839), ('houseworkbut', 0.6237), ('im depressed', 0.586), ('depressed', 0.5427), ('im', 0.2381)]",0.6453438
"[('anxiety hit', 0.817), ('attack anxiety', 0.7747), ('panic', 0.6355), ('attack', 0.3251), ('hit', 0.235)]",0.6452931
"[('anxiety panic', 0.7879), ('heart', 0.2788), ('attack', 0.2586), ('pulpitations', 0.206), ('relate add', 0.1897)]",0.64526445
"[('loneliness', 0.5505), ('fear support', 0.5042), ('im scared', 0.4251), ('help talk', 0.3413), ('want live', 0.301)]",0.6452223
"[('anxiety rabies', 0.802), ('health anxiety', 0.5284), ('thwn heart', 0.4826), ('heart disease', 0.4395), ('health', 0.293)]",0.6452145
"[('trauma thyroid', 0.775), ('thyroid unbalanced', 0.7551), ('unbalanced hormone', 0.6599), ('hormone', 0.5339), ('unbalanced', 0.3139)]",0.64521015
"[('anxiety good', 0.6367), ('yes natural', 0.5173), ('human conscientiousness', 0.4458), ('walking wood', 0.2302), ('dont want', 0.0739)]",0.645156
"[('behavioural therapy', 0.5525), ('cognitive behavioural', 0.525), ('try cognitive', 0.5229), ('untreated yes', 0.3968), ('yes try', 0.2631)]",0.6451162
"[('heart palpitation', 0.6614), ('heart beat', 0.6414), ('meant skip', 0.5211), ('beat thought', 0.5191), ('feeling', 0.3883)]",0.64509475
"[('antidepressant pain', 0.7222), ('affect brain', 0.4293), ('taking', 0.1637), ('management', 0.0742), ('im', 0.0543)]",0.6450838
"[('depersonalization symptom', 0.8599), ('symptom finally', 0.5341), ('treatment', 0.4568), ('finally seek', 0.2829), ('finally', 0.1136)]",0.6450828
"[('ive living', 0.7253), ('living like', 0.6289), ('entire life', 0.6088), ('life', 0.4912), ('like entire', 0.3713)]",0.6450646
"[('mdd psychosis', 0.9403), ('talk mdd', 0.728), ('psychosis', 0.6914), ('mdd', 0.6059), ('talk', 0.2796)]",0.64505816
"[('cbt therapist', 0.7031), ('helpful depression', 0.6093), ('negative thought', 0.3789), ('activation helpful', 0.3318), ('fully qualified', 0.1727)]",0.64503634
"[('anxiety panicking', 0.784), ('panicking solution', 0.6815), ('help severe', 0.3851), ('solution', 0.1723), ('need', 0.0732)]",0.6450328
"[('stress depression', 0.6873), ('music gig', 0.4669), ('severe', 0.2622), ('zero purpose', 0.2224), ('yep', 0.1559)]",0.64497566
"[('headache thinking', 0.7156), ('insomnia', 0.6149), ('thinking', 0.3522), ('especially', 0.2118), ('going', 0.1529)]",0.6449424
"[('anxiety dentisti', 0.7668), ('punched people', 0.3731), ('rotten fell', 0.2143), ('timesim afraid', 0.2132), ('alot', 0.2037)]",0.6449158
"[('im anxiety', 0.5872), ('anxiety like', 0.5543), ('work', 0.2362), ('like kid', 0.2078), ('im', 0.173)]",0.6449149
"[('im talentless', 0.557), ('video game', 0.4473), ('angry video', 0.3684), ('literally super', 0.2982), ('bad make', 0.2126)]",0.6448987
"[('feel motivated', 0.6142), ('start addiction', 0.5399), ('bein medication', 0.3814), ('fall hour', 0.3618), ('unfortunately', -0.0078)]",0.64487565
"[('study bible', 0.6419), ('deal depression', 0.5213), ('like encourage', 0.3209), ('im wiling', 0.2008), ('helped deal', 0.1953)]",0.64486897
"[('im depressed', 0.6907), ('depressed like', 0.6184), ('like year', 0.3286), ('im', 0.2455), ('like', 0.1535)]",0.64485306
"[('ive depressed', 0.7519), ('depressed year', 0.6667), ('year know', 0.4413), ('know', 0.3428), ('ive', 0.2948)]",0.6448412
"[('antidepressant right', 0.676), ('feel time', 0.2521), ('doctor figure', 0.1936), ('im ona', 0.1891), ('year help', 0.1474)]",0.6447968
"[('adhd use', 0.782), ('yes adhd', 0.7767), ('supplement', 0.4615), ('use', 0.1716), ('yes', 0.1563)]",0.6447445
"[('cancer im', 0.5078), ('anxietyfor case', 0.4483), ('escape sign', 0.4475), ('mom died', 0.428), ('worriedhow', 0.3268)]",0.64470243
"[('anxiety controlled', 0.7563), ('dayswhen natural', 0.4063), ('worryand', 0.3093), ('real', 0.1484), ('people say', 0.0498)]",0.64470136
"[('diagnosed mentally', 0.5963), ('unwell wish', 0.4633), ('understand experience', 0.3969), ('friend understand', 0.35), ('way intense', 0.2984)]",0.6446984
"[('addicted benzodiazepine', 0.748), ('social anxiety', 0.6284), ('yes addicted', 0.4385), ('difficult come', 0.1985), ('yes', 0.1339)]",0.64465773
"[('narcissistic people', 0.6272), ('control punish', 0.4959), ('anxietythe live', 0.4537), ('people control', 0.4204), ('otherscause', 0.3257)]",0.6446564
"[('mentally exhausted', 0.7092), ('exhausted atm', 0.6268), ('literally understands', 0.608), ('mentally', 0.5146), ('atm', 0.2517)]",0.6446504
"[('marijuana work', 0.7441), ('miracle depression', 0.6873), ('depression', 0.5181), ('work miracle', 0.4679), ('work', 0.2403)]",0.64464927
"[('adhd need', 0.638), ('anxiety describes', 0.539), ('creating urgency', 0.3666), ('fuel', 0.157), ('treated creating', 0.1334)]",0.6446089
"[('reality help', 0.5326), ('happened son', 0.5097), ('lost sense', 0.4072), ('got ill', 0.3223), ('help', 0.175)]",0.64455664
"[('quit drinking', 0.6269), ('anxiety', 0.3925), ('january isolated', 0.3352), ('correlated social', 0.2719), ('bc health', 0.2317)]",0.6445478
"[('ive depressed', 0.6691), ('depressed life', 0.5947), ('lawd', 0.5177), ('life', 0.3072), ('oh', 0.2262)]",0.64451313
"[('health anxiety', 0.7204), ('health', 0.442), ('diagnosed', 0.3791), ('self', 0.3286), ('course ive', 0.3271)]",0.64450574
"[('mg wellbutrin', 0.6138), ('brain fog', 0.5718), ('lexapro', 0.4594), ('struggle', 0.2203), ('anout', 0.1117)]",0.6445055
"[('disease disorder', 0.6577), ('epigenetic factor', 0.567), ('genetics', 0.498), ('read', 0.2049), ('wwwchcfbrainorg', 0.1957)]",0.644494
"[('clinical anxiety', 0.6035), ('wait life', 0.348), ('solved step', 0.3096), ('med entire', 0.3086), ('ive', 0.1488)]",0.64449143
"[('sadly anxiety', 0.6775), ('progress feel', 0.5667), ('real happiness', 0.3889), ('really hard', 0.2671), ('glimpse', 0.1232)]",0.644484
"[('anxiety life', 0.6845), ('wasnt diagnosed', 0.3585), ('trigger busy', 0.3249), ('stability', 0.2474), ('late dont', 0.1413)]",0.6444781
"[('medication psychotic', 0.5927), ('ask anxiety', 0.5607), ('depression long', 0.4805), ('ok', 0.1505), ('term taking', 0.1275)]",0.6444706
"[('perimenopause anxiety', 0.7332), ('overwhelmed stressed', 0.5025), ('unexplained sadness', 0.4485), ('advice deal', 0.2228), ('easily', -0.0521)]",0.64446235
"[('im dizzy', 0.6719), ('week ruined', 0.4299), ('going past', 0.2652), ('life', 0.2613), ('im', 0.2148)]",0.6444495
"[('emotion dont', 0.5449), ('im cold', 0.4317), ('whats wrong', 0.3016), ('attach relationship', 0.2835), ('people telling', 0.2802)]",0.6444467
"[('taking medicine', 0.6668), ('im starting', 0.4573), ('working', 0.3549), ('feel', 0.3532), ('way', 0.1361)]",0.6444213
"[('depression tired', 0.629), ('pessimistic shake', 0.4945), ('workout young', 0.4261), ('head number', 0.3253), ('wad thing', 0.2719)]",0.6444191
